Title,Rental_Price,Location,Beds,Baths,Balconies,Carpet Area,Floor,Status,Furnished Status,Age Of Construction,Rental Value,Security Deposit,Address,Furnishing,Age of Construction,link,Balcony,Project,Price,Covered Parking,Super Built-up Area,Developer,Facing,Lifts,Car parking,Landmarks,Flooring,Overlooking,Additional Rooms,Water Availability,Status of Electricity,Lift,Amenities,Price per sqft,Configuration,Tower & Unit,Floors allowed for construction,Unit,Bath,Bed,Type of Ownership,RERA ID,Authority Approval,Tower,Plot Area,Any Construction done,Boundary Wall,Transaction Type,Approved,Dimensions(L X B),No of Open Sides,Additional Features,Floors allowed,Brokerage Response
3 BHK 1650 Sq-ft Flat/Apartment  For Rent in,"₹35,000","Nizampet, Hyderabad",3.0,2.0,2.0,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,4(Out of 4 Floors),Immediately,Furnished,10 to 15 years,"₹35,000|₹1,800Monthly Maintenance","₹70, 000","Nizampet, Hyderabad - North, Andhra Pradesh",Furnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Rent-Nizampet-in-Hyderabad&id=4d423736323237353235,,,,,,,North - East,,,hp petrol pump,,Main Road,"Puja Room, Study",,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK  1700 Sq-ft For Rent in Kamalaya Enclave ,","₹28,000","Trimulgherry, Hyderabad",3.0,4.0,2.0,1632sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,1(Out of 3 Floors),Immediately,Semi-Furnished,5 to 10 years,"₹28,000",,"Jupiter Colony Bowenpally, Hyderabad, Trimulgherry, Hyderabad - Secunderabad City, Andhra Pradesh",Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Residential-House-FOR-Rent-Trimulgherry-in-Hyderabad&id=4d423830393739373535,,,₹ 1.09 Cr - ₹ 1.20 Cr,,,,East,,,SBI Bank,Granite,"Garden/Park, Main Road",Puja Room,,,,,,,,,,,,,,Developer,,,,,,,,,,,
2 BHK 1200 Sq-ft Flat/Apartment  For Rent in,"₹18,000","Abhudaya Nagar Colony, Hyderabad",2.0,2.0,,,1(Out of 4 Floors),Immediately,Unfurnished,Less than 5 years,"₹18,000",,"Abyudaya nagar community hall, Abhudaya Nagar Colony, Hyderabad - South, Andhra Pradesh",Unfurnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Abhudaya-Nagar-Colony-in-Hyderabad&id=4d423639373835333031,1.0,,,,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,,East,,,"Near park, community hall  bus stop",Mosaic,Garden/Park,Store,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 1100 Sq-ft For Rent in,"₹18,000","Dwarkhanagar Colony, Hyderabad",3.0,3.0,2.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,1(Out of 3 Floors),Immediately,Unfurnished,Less than 5 years,"₹18,000|₹500Monthly Maintenance","₹40, 000","First Floor Jagadambika Nivas, Dwarkhanagar Colony, Lothkunta, Tirumalagiri, Secunderabad Telangana 500015, Hyderabad, Andhra Pradesh",Unfurnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Hyderabad&id=4d423833333236313237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 2075 Sq-ft Flat/Apartment  For Rent in Jayabheri The Summit,","₹75,000","Narsingi, Hyderabad",3.0,3.0,2.0,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,6(Out of 30 Floors),Immediately,Semi-Furnished,,"₹75,000|₹7,274Monthly Maintenance",₹1.5 Lac,"Narsingi, Hyderabad, Narsingi, Hyderabad - West, Andhra Pradesh",Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-2075-Sq-ft-Multistorey-Apartment-FOR-Rent-Narsingi-in-Hyderabad&id=4d423833343333373837,,Jayabheri The Summit,₹ 2.83 Cr - ₹ 3.23 Cr,1.0,,Jayabheri Properties Pvt Ltd,West,4.0,1 Covered,near my home avatar,"Ceramic Tiles, Granite",Garden/Park,None of these,24 Hours Available,No/Rare Powercut,4.0,"Aesthetically designed landscape garden,Cycling & Jogging Track,Meditation Area,Library And Business Centre,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Bank & ATM,AEROBICS ROOM,Kids play area,Entry Exit Gate,CCTV Camera,Solar Energy,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,3 BHK Flats,"3 Towers , 450 Units",1.0,,,,,,,,,,,,,,,,,
2 BHK Flat 1450 Sq-ft For Rent in,"₹45,000","Kondapur, Hyderabad",2.0,2.0,,1450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,5(Out of 6 Floors),Immediately,Furnished,New Construction,"₹45,000|₹2,000Monthly Maintenance","₹90, 000","Kondapur, Hyderabad - North, Andhra Pradesh",Furnished,New Construction,https://www.magicbricks.com/propertyDetails/2-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Rent-Kondapur-in-Hyderabad&id=4d423833343333363333,1.0,,,,,,East,,,,,Main Road,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 2780 Sq-ft For Rent in My Home Krishe,","₹75,000","Nanakram Guda, Hyderabad",3.0,3.0,,2780sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,20(Out of 28 Floors),Immediately,Unfurnished,Less than 5 years,"₹75,000|₹3,000Monthly Maintenance",₹1.6 Lac,"Nanakram Guda, Hyderabad - West, Andhra Pradesh",Unfurnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-2780-Sq-ft-Multistorey-Apartment-FOR-Rent-Nanakram-Guda-in-Hyderabad&id=4d423639373836393437,1.0,My Home Krishe,₹ 1.63 Cr - ₹ 3.57 Cr,,,My Home Group,East,,,Financial District,,"Garden/Park, Pool","Puja Room, Study, Store",,,,"Aesthetically designed landscape garden,Half basketball court,Outdoor Tennis Courts,Indoor Squash & Badminton Courts,Indoor Games Room,Bank & ATM,Kids play area,Multipurpose Hall,Health club with Steam / Jaccuzi,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 8,235 - ₹ 11,978","2, 3 BHK Flats","3 Towers , 650 Units",,,,,,,,,,,,,,,,,,
"3 BHK  2000 Sq-ft For Rent in VL Tumus Usha Lakshmis Villas ,","₹35,000","Bachupally, Hyderabad",3.0,3.0,2.0,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,,Immediately,Semi-Furnished,New Construction,"₹35,000|₹2,000Monthly Maintenance",,"Bachupally, Hyderabad - North, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Villa-FOR-Rent-Bachupally-in-Hyderabad&id=4d423832303339333435,,,₹ 96.5 Lac - ₹ 1.10 Cr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 870 Sq-ft Flat/Apartment  For Rent in,"₹16,000","Chanda Nagar, Hyderabad",2.0,2.0,,870sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,Ground(Out of 3 Floors),Immediately,Unfurnished,10 to 15 years,"₹16,000|₹1,500Monthly Maintenance","₹32, 000","Chanda Nagar, Hyderabad - North, Andhra Pradesh",Unfurnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/2-BHK-870-Sq-ft-Multistorey-Apartment-FOR-Rent-Chanda-Nagar-in-Hyderabad&id=4d423833353236363833,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹18,000","SKD Nagar, Hyderabad",3.0,3.0,,,,Immediately,Unfurnished,5 to 10 years,"₹18,000","₹28, 000","SKD Nagar, Hyderabad - East, Andhra Pradesh",Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Residential-House-FOR-Rent-SKD-Nagar-in-Hyderabad&id=4d423634363130353835,,,,,1300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,West,,2 Open,Near Dilsukhnagar public school,Marble,Main Road,Puja Room,,,,,,,,,,,,,,,,,,,,,,,,,
4 BHK 2600 Sq-ft Flat/Apartment  For Rent in,₹1.3 Lac,"Film Nagar, Hyderabad",4.0,4.0,2.0,2600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹50/sqft,3(Out of 4 Floors),Immediately,Furnished,,"₹1.3 Lac|₹3,000Monthly Maintenance",₹1.7 Lac,"Jubilee Hills, Film Nagar, Hyderabad - North, Andhra Pradesh",Furnished,,https://www.magicbricks.com/propertyDetails/4-BHK-2600-Sq-ft-Multistorey-Apartment-FOR-Rent-Film-Nagar-in-Hyderabad&id=4d423736323233383335,,,,2.0,,,East,,2 Covered,,Marble,,Servant Room,24 Hours Available,No/Rare Powercut,,,,,,1.0,,,,,,,,,,,,,,,,,
"> 10 BHK Flat 12,000 Sq-ft For Rent in Ayyappa Society,",₹5.0 Lac,"Ayyappa Society, Hyderabad",10.0,,,"12,000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft",5(Out of 5 Floors),Immediately,Semi-Furnished,5 to 10 years,₹5 Lac,₹35.0 Lac,"Madhapur, Hyderabad, Telangana, India, Ayyappa Society, Hyderabad - North, Andhra Pradesh",Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/10-plus-BHK-12000-Sq-ft-Multistorey-Apartment-FOR-Rent-Ayyappa-Society-in-Hyderabad&id=4d423830393831323731,,Ayyappa Society,₹ 1.66 Cr - ₹ 2.50 Cr,,,,,,,,,,,,,1.0,"Fire Fighting Equipment,Flower Gardens,Laundry Service,Maintenance Staff,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Rain Water Harvesting,Lift",,"Commercial Office Space | 2, 3 BHK Multistorey Apartment","1 Tower , 96 Units",1.0,,,,,,,,,,,,,,,,,
"3 BHK 1840 Sq-ft Flat/Apartment  For Rent in My Home Tridasa,","₹55,000","Tellapur, Hyderabad",3.0,3.0,,1830sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,6(Out of 26 Floors),Immediately,Semi-Furnished,,"₹55,000|₹5,000Monthly Maintenance",₹1.1 Lac,"Tellapur, Hyderabad, Tellapur, Hyderabad - West, Andhra Pradesh",Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-1840-Sq-ft-Multistorey-Apartment-FOR-Rent-Tellapur-in-Hyderabad&id=4d423833373033333135,1.0,My Home Tridasa,₹ 1.29 Cr - ₹ 1.89 Cr,2.0,,My Home Constructions Pvt. Ltd.,East,4.0,2 Covered,Near Meru International School,Vitrified,Garden/Park,Puja Room,24 Hours Available,No/Rare Powercut,4.0,"Badminton court,Half basketball court,Cycling & Jogging Track,Meditation Area,Indoor Games Room,Event Space & Amphitheatre,Bank & ATM,Grand Entrance lobby,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Banquet Hall,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Service/Goods Lift,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 9,502 - ₹ 12,625","2, 3 BHK Flats","9 Towers , 1500 Units",1.0,,,,,,,,,,,,,,,,,
"3 BHK Flat 2410 Sq-ft For Rent in Ramky Towers,","₹65,000","P Janardhan Reddy Nagar, Hyderabad",3.0,3.0,3.0,,Ground(Out of 18 Floors),Immediately,Semi-Furnished,10 to 15 years,"₹65,000|₹6,500Monthly Maintenance",₹1.3 Lac,"P Janardhan Reddy Nagar, Hyderabad - North, Andhra Pradesh",Semi-Furnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/3-BHK-2410-Sq-ft-Multistorey-Apartment-FOR-Rent-P-Janardhan-Reddy-Nagar-in-Hyderabad&id=4d423833373835383237,,Ramky Towers,₹ 2.58 Cr - ₹ 5.37 Cr,,2410sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,Ramky Estates & Farms Limited,,,,,,,,,,,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Indoor Games Room,Bank & ATM,Kids play area,Entry Exit Gate,CCTV Camera,Multipurpose Hall,Grand Entrance lobby,Health club with Steam / Jaccuzi,Earth quake resistant,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 10,581 - ₹ 11,203",3 BHK Flats,"8 Towers , 600 Units",1.0,,,,,,,,,,,,,,,,,
2 BHK Flat 1400 Sq-ft For Rent in,"₹45,000","Kondapur, Hyderabad",2.0,2.0,,1400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,6(Out of 7 Floors),Immediately,Furnished,New Construction,"₹45,000|₹2,000Monthly Maintenance","₹90, 000","Kondapur, Hyderabad - North, Andhra Pradesh",Furnished,New Construction,https://www.magicbricks.com/propertyDetails/2-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Kondapur-in-Hyderabad&id=4d423833343333383535,1.0,,,,,,East,,,,,"Garden/Park, Main Road",,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1485 Sq-ft Flat/Apartment  For Rent in Gem Nakshathra,","₹55,000","Power Welfare Society, Hyderabad",3.0,3.0,2.0,,19(Out of 19 Floors),Immediately,Furnished,,"₹55,000|₹5,000Monthly Maintenance",₹1.2 Lac,"Kokapet, Hyderabad, Power Welfare Society, Hyderabad - West, Andhra Pradesh",Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-1485-Sq-ft-Multistorey-Apartment-FOR-Rent-Power-Welfare-Society-in-Hyderabad&id=4d423833373835383437,,Gem Nakshathra,₹ 1.24 Cr - ₹ 1.75 Cr,2.0,1485sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,Gem Vivendas,East,2.0,,very near to Schools and IT hub.,Vitrified,Garden/Park,"Puja Room, Study",24 Hours Available,Less Than 2 Hour Powercut,2.0,"Kids Splash Pool,Badminton court,Half basketball court,Cycling & Jogging Track,Meditation Area,Indoor Games Room,Event Space & Amphitheatre,AEROBICS ROOM,Kids play area,Multipurpose Hall,Grand Entrance lobby,Jogging and Strolling Track,Internet/Wi-Fi Connectivity,Laundry Service,Gymnasium,Swimming Pool","₹ 6,100 - ₹ 6,124",2 BHK Flats,"1 Tower , 241 Units",20.0,,,,,,,,,,,,,,,,,
3 BHK 1800 Sq-ft Flat/Apartment  For Rent in,"₹20,000","Dulapally, Hyderabad",3.0,3.0,3.0,1650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,2(Out of 5 Floors),Immediately,Semi-Furnished,Less than 5 years,"₹20,000|₹1,500Monthly Maintenance","₹40, 000","FLAT NO 105, Dulapally, Hyderabad - North, Andhra Pradesh",Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Rent-Dulapally-in-Hyderabad&id=4d423432353837333833,,,,1.0,,,North - East,,1 Covered,Near ganga sthan Near st martins engineering college,Vitrified,"Garden/Park, Main Road",Puja Room,24 Hours Available,No/Rare Powercut,1.0,,,,,,,,,,,RWA/Co-operative Housing Society,,,,,,,,,,,
3 BHK 1500 Sq-ft Flat/Apartment  For Rent in,"₹43,000","Kondapur, Hyderabad",3.0,2.0,2.0,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,1(Out of 4 Floors),Immediately,Semi-Furnished,5 to 10 years,"₹43,000|₹200Monthly Maintenance","₹86, 000","Creative Prime Apartments, Plot no 1, Kondapur, Sai Pruthvi Enclave, Hyderabad, Telangana 500084, Kondapur, Hyderabad - North, Andhra Pradesh",Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Kondapur-in-Hyderabad&id=4d423833313936363733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 1620 Sq-ft For Rent in,"₹23,000","Kukatpally, Hyderabad",3.0,3.0,2.0,,4(Out of 11 Floors),Immediately,,,"₹23,000",,"Kukatpally, Hyderabad - North, Andhra Pradesh",,,https://www.magicbricks.com/propertyDetails/3-BHK-1620-Sq-ft-Multistorey-Apartment-FOR-Rent-Kukatpally-in-Hyderabad&id=4d423639373835333539,,,,,1620sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 1500 Sq-ft Flat/Apartment  For Rent in,"₹15,000","Sainikpuri, Hyderabad",2.0,2.0,2.0,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹10/sqft,3(Out of 9 Floors),Immediately,Unfurnished,5 to 10 years,"₹15,000","₹20, 000","9-24059, 44, Shaili Gardenia - Water Tank Rd, Kalyanpuri colony, Chandragiri Colony, Yapral, Secunderabad, Telangana 50, Sainikpuri, Hyderabad - Secunderabad City, Andhra Pradesh",Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/2-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Sainikpuri-in-Hyderabad&id=4d423732363537383635,,,,,,,North - East,2.0,,Apartment has a reasonable rental price you can compare with other ren,"Ceramic Tiles, Marble, Granite",,,24 Hours Available,No/Rare Powercut,2.0,,,,,,,,,,,,,,,,,,,,,,
2 BHK Builder Floor 1125 Sq-ft For Rent in,"₹9,500","Meerpet, Hyderabad",2.0,2.0,2.0,999sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹10/sqft,4(Out of 5 Floors),Immediately,Unfurnished,New Construction,"₹9,500|₹1,000Monthly Maintenance","₹20, 000","503., Meerpet, Hyderabad - South, Andhra Pradesh",Unfurnished,New Construction,https://www.magicbricks.com/propertyDetails/2-BHK-1125-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Meerpet-in-Hyderabad&id=4d423433393534393631,,,,3.0,,,East,,3 Covered,Tkr college.,Vitrified,Main Road,None of these,24 Hours Available,No/Rare Powercut,1.0,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹9,500","Chintal, Hyderabad",,,,700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,Immediately,Unfurnished,Above 20 years,"₹9,500|₹100Monthly Maintenance","₹19, 000","Balreddy Nagar, Road No 20, Chintal, Hyderabad - North, Andhra Pradesh",Unfurnished,Above 20 years,https://www.magicbricks.com/propertyDetails/1-BHK-790-Sq-ft-Residential-House-FOR-Rent-Chintal-in-Hyderabad&id=4d423833303634323131,1.0,,,,,,North,,,Street No 20,Normal Tiles/Kotah Stone,,None of these,24 Hours Available,No/Rare Powercut,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹16,000","Kamalanagar Moula Ali, Hyderabad",3.0,2.0,2.0,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹10/sqft,,Immediately,Semi-Furnished,5 to 10 years,"₹16,000","₹32, 000","1-7-382, near Ayyapa temple, Kamalanagar Moula Ali, Hyderabad - Secunderabad City, Andhra Pradesh",Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Residential-House-FOR-Rent-Kamalanagar-Moula-Ali-in-Hyderabad&id=4d423831353834353037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK  3000 Sq-ft For Rent in,"₹50,000","New Santhosh Nagar colony, Hyderabad",3.0,3.0,6.0,3500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,1(Out of 2 Floors),Immediately,Furnished,New Construction,"₹50,000",,"plot no 4 HIG A New Santhosh Nagar coly Saidabad-500059, Hyderabad, Andhra Pradesh",Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Residential-House-FOR-Rent-in-Hyderabad&id=4d423832303433303033,,,,,,,,,,,,,"Puja Room, Study",,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 880 Sq-ft For Rent in Janapriya Lakefront,","₹18,000","Sainikpuri, Hyderabad",2.0,2.0,2.0,,7(Out of 10 Floors),Immediately,Semi-Furnished,New Construction,"₹18,000","₹36, 000","Sainikpuri, Hyderabad - Secunderabad City, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/2-BHK-880-Sq-ft-Multistorey-Apartment-FOR-Rent-Sainikpuri-in-Hyderabad&id=4d423830393836323135,,Janapriya Lakefront,₹ 43.9 Lac - ₹ 65.0 Lac,,880sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,Janapriya Upscale,West,,,,,,,,,,"Cycling & Jogging Track,Library And Business Centre,Kids Play Area,Intercom Facility,Security,Gymnasium,Swimming Pool,Lift,Power Back Up","₹ 4,270 - ₹ 5,820","2, 3 BHK Flats","10 Towers , 800 Units",,,,,,,,,,,,,,,,,,
3 BHK  2700 Sq-ft For Rent in,"₹95,000","Road no 3 Kakatiya Hills, Hyderabad",3.0,4.0,3.0,,,Immediately,Furnished,Less than 5 years,"₹95,000|₹5,000Monthly Maintenance",₹2.0 Lac,"Hyderabad, Andhra Pradesh",Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-2700-Sq-ft-Residential-House-FOR-Rent-in-Hyderabad&id=4d423833373836353731,,,,,2700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"3 BHK 2225 Sq-ft Flat/Apartment  For Rent in Jayabheri The Nirvana,","₹75,000","Maheshwaram, Hyderabad",3.0,3.0,2.0,2105sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,8(Out of 29 Floors),Immediately,Semi-Furnished,Less than 5 years,"₹75,000|₹10,000Monthly Maintenance",₹1.5 Lac,"Maheshwaram, Hyderabad, Maheshwaram, Hyderabad - Rangareddy District, Andhra Pradesh",Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-2225-Sq-ft-Multistorey-Apartment-FOR-Rent-Maheshwaram-in-Hyderabad&id=4d423833363136393239,,Jayabheri The Nirvana,₹ 2.35 Cr - ₹ 3.0 Cr,2.0,,,West,3.0,2 Covered,Financial District,Marble,"Garden/Park, Main Road",Puja Room,24 Hours Available,No/Rare Powercut,3.0,,"₹ 10,731 - ₹ 13,699",3 BHK Flat,,1.0,,,,,,,,,,,,,,,,,
3 BHK  2800 Sq-ft For Rent in,"₹55,000","Mokila, Hyderabad",3.0,3.0,,2384sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,,Immediately,Furnished,Less than 5 years,"₹55,000|₹3,000Monthly Maintenance",₹1.1 Lac,"Villa 97, Mokila, Hyderabad - Rangareddy District, Andhra Pradesh",Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-2800-Sq-ft-Villa-FOR-Rent-Mokila-in-Hyderabad&id=4d423830393830303033,1.0,,,,,,East,,2 Open,"Close to CBIT, MGIT and ICFAI, Hightech City and Financial district",Vitrified,,"Puja Room, Study",24 Hours Available,No/Rare Powercut,,,,,,2.0,,,,,,,,,,,,,,,,,
