Title,Rental_Price,Location,Beds,Baths,Balconies,Carpet Area,Project,Floor,Status,Additional Rooms,Facing,Furnished Status,Age Of Construction,Rental Value,Security Deposit,Address,Landmarks,Furnishing,Overlooking,Age of Construction,Price,link,Super Built-up Area,Developer,Amenities,Price per sqft,Configuration,Tower & Unit,Bed,Bath,Covered Parking,Car parking,Flooring,Water Availability,Status of Electricity,Lifts,Lift,Balcony,Floors allowed for construction,Tower,Unit,Type of Ownership,RERA ID,Authority Approval,Plot Area,No of Open Sides,Any Construction done,Boundary Wall,Transaction Type,Additional Features
"2 BHK 1040 Sq-ft Flat/Apartment  For Rent in VTP Hilife,","₹37,000","Wakad, Pune",2.0,2.0,2.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹46/sqft,VTP Hilife,5(Out of 20 Floors),Immediately,Study,East,Semi-Furnished,,"₹37,000",₹1.0 Lac,"Wakad, Pune, Wakad, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",The property is close to Wakad DMart .,Semi-Furnished,Garden/Park,Less than 5 years,₹ 92.2 Lac - ₹ 1.47 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-1040-Sq-ft-Multistorey-Apartment-FOR-Rent-Wakad-in-Pune&id=4d423833373931373431,,VTP Realty,"Fire Fighting Equipment,Multipurpose Courts,Kids Play Area,Indoor Games Room,Earth quake resistant,Piped Gas,RO Water System,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,"2, 3 BHK Flat","4 Towers , 469 Units",,,1.0,,"Granite, Vitrified",24 Hours Available,No/Rare Powercut,3.0,3.0,,20.0,,,,,,,,,,,
2 BHK 980 Sq-ft Flat/Apartment  For Rent in,"₹15,000","Manjri Budruk, Pune",2.0,2.0,2.0,980sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,,2(Out of 5 Floors),Immediately,,,Unfurnished,Less than 5 years,"₹15,000","₹30, 000","Manjri Budruk, Pune - Eastern Outskirts, Maharashtra",,Unfurnished,,Less than 5 years,,https://www.magicbricks.com/propertyDetails/2-BHK-980-Sq-ft-Multistorey-Apartment-FOR-Rent-Manjri-Budruk-in-Pune&id=4d423832303731363839,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2 BHK Flat 650 Sq-ft For Rent in,"₹12,000","Goodlife TALEGOAN -, Pune",2.0,,,650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,,2(Out of 11 Floors),Immediately,,,Unfurnished,,"₹12,000",,"Pune, Maharashtra",,Unfurnished,,,,https://www.magicbricks.com/propertyDetails/2-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Pune&id=4d423639393937363531,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
"2 BHK  1450 Sq-ft For Rent in Ravi Garden,","₹24,000","Manjri, Pune",2.0,3.0,,1050sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,,,Immediately,,,Unfurnished,10 to 15 years,"₹24,000","₹65, 000","Manjri, Pune - Eastern Outskirts, Maharashtra",,Unfurnished,,10 to 15 years,₹ 63.5 Lac - ₹ 75.0 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-1450-Sq-ft-Residential-House-FOR-Rent-Manjri-in-Pune&id=4d423537363930323933,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
"2 BHK 1100 Sq-ft Flat/Apartment  For Rent in DSK 3 Carnations,","₹25,000","Baner Road, Pune",2.0,2.0,2.0,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,DSK 3 Carnations,1(Out of 5 Floors),Immediately,Puja Room,West,Unfurnished,Less than 5 years,"₹25,000","₹50, 000","Pan Card Club Road Baner, Baner Road, Pune - West, Maharashtra",HDFC bank Pan Card Club Road,Unfurnished,Garden/Park,Less than 5 years,₹ 85.2 Lac - ₹ 1.20 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Baner-road-in-Pune&id=4d423833373931383237,,,,,,,,,,,,,,,,,,,,Freehold,P52100019739,,,,,,,
"2 BHK Flat 1250 Sq-ft For Rent in Naren Bliss,","₹44,000","Magarpatta City, Pune",2.0,2.0,2.0,852sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹52/sqft,Naren Bliss,3(Out of 11 Floors),Immediately,,,Semi-Furnished,5 to 10 years,"₹44,000","₹88, 000","Magarpatta City, Pune - East, Maharashtra",,Semi-Furnished,,5 to 10 years,₹ 64.1 Lac - ₹ 20485.84 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-Magarpatta-City-in-Pune&id=4d423833333335393835,,Naren Group,"Kids Play Area,Flower Gardens,Vaastu Compliant,Reserved Parking,Park,Gymnasium,Swimming Pool,Rain Water Harvesting,Lift,Power Back Up",,"2, 3 BHK Flat","5 Towers , 269 Units",,,,,,,,,,,11.0,,,,,,,,,,,
"2 BHK Flat 850 Sq-ft For Rent in Kamal Elanza ,","₹35,000","Wakad, Pune",2.0,2.0,3.0,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹47/sqft,Kamal Elanza,7(Out of 7 Floors),Immediately,,South,Semi-Furnished,New Construction,"₹35,000",,"Wakad, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Semi-Furnished,Main Road,New Construction,₹ 74.4 Lac - ₹ 87.0 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-Wakad-in-Pune&id=4d423833323035333335,,Kamal Enterprises,"Water treatment plant,Sewage treatment plant,Fire Fighting Equipment,Kids play area,Entry Exit Gate,Fire Sprinklers,CCTV Camera,Garden View,Security,Park,Rain Water Harvesting,Power Back Up",,2 BHK Flats,"1 Tower , 22 Units",,,,,Vitrified,,,,,,,,,,,,,,,,,
"2 BHK 884 Sq-ft Flat/Apartment  For Rent in Mantra 29 Gold Coast,","₹30,000","Tingre Nagar, Pune",2.0,2.0,,790sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,Mantra 29 Gold Coast,3(Out of 10 Floors),,None of these,North - East,Semi-Furnished,,"₹30,000","₹60, 000","Tingre Nagar, Pune, Tingre Nagar, Pune - North, Maharashtra",,Semi-Furnished,"Garden/Park, Main Road",,₹ 47.1 Lac - ₹ 1.47 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-884-Sq-ft-Multistorey-Apartment-FOR-Rent-Tingre-Nagar-in-Pune&id=4d423833373931373733,,Mantra Properties. GADA GROUP and Majestique Landmarks,"Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Pool With Water Slides,Kids Play Area,Kids Club,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Dance Studio,Concierge Services,Bank & ATM,Coffee Lounge & Restaurants,Canopy Walk,Barbeque Pit,Arts & Craft Studio,AEROBICS ROOM,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 6,071 - ₹ 7,462","2, 3 BHK Flats","25 Towers , 912 Units",,,,1 Open,"Ceramic Tiles, Vitrified",24 Hours Available,No/Rare Powercut,2.0,2.0,1.0,12.0,,,,,,,,,,,
"2 BHK 1005 Sq-ft Flat/Apartment  For Rent in Viman Pride,","₹40,000","Viman Nagar Central, Pune",2.0,2.0,,870sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹46/sqft,Viman Pride,3(Out of 5 Floors),Immediately,None of these,East,Semi-Furnished,,"₹40,000",₹1.0 Lac,"Viman Nagar, Pune, Viman Nagar Central, Pune - East, Maharashtra","2bhk flat for rent in viman pride society, viman nagar, pune.",Semi-Furnished,Main Road,10 to 15 years,₹ 1.65 Cr Onwards,https://www.magicbricks.com/propertyDetails/2-BHK-1005-Sq-ft-Multistorey-Apartment-FOR-Rent-Viman-Nagar-in-Pune&id=4d423833353333353233,,ARK Prem Constructions,"Fire Fighting Equipment,Cycling & Jogging Track,Recreational Pool,Multipurpose Courts,Kids Play Pool With Water Slides,Kids Club,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,Service/Goods Lift,Security",,"2, 3 BHK Flat","1 Tower , 50 Units",,,1.0,1 Covered,"Normal Tiles/Kotah Stone, Vitrified",24 Hours Available,No/Rare Powercut,,1.0,1.0,5.0,,,,,,,,,,,
1 BHK Flat 650 Sq-ft For Rent in,"₹27,000","Hinjewadi, Pune",,,,460sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹59/sqft,,5(Out of 19 Floors),Immediately,Study,East,Furnished,Less than 5 years,"₹27,000","₹60, 000","Maan road hinjewadi pune., Hinjewadi, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",Near joshi wadewale.,Furnished,Garden/Park,Less than 5 years,,https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Hinjewadi-in-Pune&id=4d423833373039363335,,,,,,,1.0,1.0,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,4.0,4.0,1.0,1.0,,,,,,,,,,,
"2 BHK Flat 963 Sq-ft For Rent in GK Aarcon,","₹29,000","Punawale, Pune",2.0,2.0,,653sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹44/sqft,GK Aarcon,14(Out of 14 Floors),Immediately,,,Furnished,New Construction,"₹29,000","₹95, 000","Punawale, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Furnished,Main Road,New Construction,₹ 53.2 Lac - ₹ 77.5 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-963-Sq-ft-Multistorey-Apartment-FOR-Rent-Punawale-in-Pune&id=4d423833323036313231,,GK Associates,"Kids play area,Multipurpose Hall,Jogging and Strolling Track,Security,Park,Swimming Pool,Club House,Lift",,"1, 2 BHK Flat","11 Towers , 1350 Units",,,,,,,,,,1.0,,,,,,,,,,,,
"1 BHK Flat 630 Sq-ft For Rent in Indu Heights,","₹15,000","Dighi, Pune",,,,630sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,Indu Heights,6(Out of 10 Floors),Immediately,,,Unfurnished,5 to 10 years,"₹15,000","₹30, 000","indu heights society flat No-603 Pune alandi road near makzin chowk Dighi Pune, Dighi, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Unfurnished,,5 to 10 years,₹ 35.0 Lac - ₹ 38.2 Lac,https://www.magicbricks.com/propertyDetails/1-BHK-630-Sq-ft-Multistorey-Apartment-FOR-Rent-Dighi-in-Pune&id=4d423833333335393839,,Balkrishna Developers,"Flower Gardens,RO Water System,Internet/Wi-Fi Connectivity,Intercom Facility,Visitor Parking,Service/Goods Lift,Security,Reserved Parking,Park,Club House,Lift,Power Back Up",,,"1 Tower , 48 Units",1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
"3 BHK 1550 Sq-ft Flat/Apartment  For Rent in Magarpatta Jasminium,","₹57,000","Kirtane Baug, Pune",3.0,3.0,,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹46/sqft,Magarpatta Jasminium,1(Out of 11 Floors),,None of these,East,Furnished,10 to 15 years,"₹57,000",₹1.0 Lac,"Hadapsar, Pune, Kirtane Baug, Pune - East, Maharashtra",Opposite Pentagon Tower Magarpatta City,Furnished,Garden/Park,10 to 15 years,₹ 1.10 Cr Onwards,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Rent-Kirtane-Baug-in-Pune&id=4d423833373931373937,,Magarpattacity,"Smart Home,Hilltop,Water Front,Sky Villa,Wine Cellar,Private Garage,Fingerprint Access,Health club with Steam / Jaccuzi,Theme based Architectures,Skydeck,Sea facing,Golf Course,Private jaccuzi,Private pool,Helipad,Concierge Services,House help accommodation,Full Glass Wall,Island Kitchen Layout,Wrap Around Balcony,Skyline View,Downtown,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,2 BHK Flats,"3 Towers , 400 Units",,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,2.0,2.0,1.0,1.0,,,,,,,,,,,
"3 BHK Flat 1200 Sq-ft For Rent in Karan Bella Vista,","₹25,000","Manjri, Pune",3.0,3.0,,980sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,Karan Bella Vista,3(Out of 11 Floors),Immediately,,,Semi-Furnished,10 to 15 years,"₹25,000","₹75, 000","B 306., Manjri, Pune - Eastern Outskirts, Maharashtra","On Pune Solapur Highway, Near Anna Saheb Magar Market yard",Semi-Furnished,"Garden/Park, Pool",10 to 15 years,₹ 55.0 Lac - ₹ 60.0 Lac,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Manjri-in-Pune&id=4d423730303130303931,,Karan Group Promoters and Builders,"Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Outdoor Tennis Courts,Multipurpose Courts,Library And Business Centre,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Flower Gardens,Event Space & Amphitheatre,Jogging and Strolling Track,Banquet Hall,DTH Television Facility,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,"2, 3 BHK Flat | 3 BHK Villa","2 Towers , 126 Units",,,1.0,1 Covered,,24 Hours Available,No/Rare Powercut,2.0,2.0,1.0,,,,,,,,,,,,
"3 BHK Flat 1200 Sq-ft For Rent in V Top Valonia,","₹30,000","Punawale, Pune",3.0,2.0,,,V Top Valonia,2(Out of 14 Floors),Immediately,,,Semi-Furnished,,"₹30,000",,"Punawale, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Semi-Furnished,,,₹ 45.3 Lac - ₹ 1.29 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Punawale-in-Pune&id=4d423832393035313837,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,V Top Spaces Pvt Ltd,"Sewage treatment plant,Fire Fighting Equipment,Garden View,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,2 BHK Flats,"1 Tower , 67 Units",,,,,,,,,,,,,,,,,,,,,,
"2 BHK 1200 Sq-ft Flat/Apartment  For Rent in Kumar Kruti,","₹39,000","Kalyani Nagar, Pune",2.0,2.0,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹43/sqft,Kumar Kruti,11(Out of 12 Floors),Immediately,Puja Room,West,Semi-Furnished,,"₹39,000","₹80, 000","Kalyani Nagar, Pune, Kalyani Nagar, Pune - Central, Maharashtra",Kumar Cerebrum IT Park,Semi-Furnished,"Garden/Park, Pool, Main Road",5 to 10 years,₹ 1.15 Cr - ₹ 1.50 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalyani-Nagar-in-Pune&id=4d423739323832353231,,Kumar Urban Development Ltd Builders,"Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Games Room,Event Space & Amphitheatre,Concierge Services,Multipurpose Hall,Grand Entrance lobby,Health club with Steam / Jaccuzi,Conference Room,RO Water System,Internet/Wi-Fi Connectivity,Vaastu Compliant,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 9,375 - ₹ 12,190","2, 3 BHK Flats","9 Towers , 408 Units",,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,3.0,3.0,1.0,,,,,,City Municipal Corporation,,,,,,
"2 BHK 1350 Sq-ft Flat/Apartment  For Rent in Bramhacorp F Residences,","₹37,000","New Kalyani Nagar, Pune",2.0,2.0,3.0,950sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,Bramhacorp F Residences,8(Out of 18 Floors),Immediately,"Study, Servant Room, Store, Puja Room",East,Semi-Furnished,Less than 5 years,"₹37,000",,"Kalyani nagar, New Kalyani Nagar, Pune - East, Maharashtra",Bishops school,Semi-Furnished,"Pool, Garden/Park, Main Road",Less than 5 years,₹ 1.0 Cr - ₹ 1.95 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-New-Kalyani-Nagar-in-Pune&id=4d423730303039393533,,Bramhacorp Ltd.,"Fire Fighting Equipment,Kids Play Area,Event Space & Amphitheatre,Grand Entrance lobby,Infinity Swimming Pool,Reserved Parking,Gymnasium,Lift","₹ 9,151 - ₹ 11,333","2, 3 BHK Flats","4 Towers , 476 Units",,,,,"Vitrified, Ceramic Tiles",,,,,,,,,,,,,,,,,
"2 BHK Flat 632 Sq-ft For Rent in Xrbia Riverfront,","₹7,000","Talegaon Dabhade, Pune",2.0,,,,Xrbia Riverfront,8(Out of 9 Floors),Immediately,,,Semi-Furnished,,"₹7,000",,"Talegaon Dabhade, Pune - Northern Outskirts, Maharashtra",,Semi-Furnished,,,₹ 11.0 Lac - ₹ 26.0 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-632-Sq-ft-Multistorey-Apartment-FOR-Rent-Talegaon-Dabhade-in-Pune&id=4d423634393830383633,632sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹11/sqft,XRBIA Developers,"Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Multipurpose Courts,Meditation Area,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Early Learning Centre,Jogging and Strolling Track,Cafeteria/Food Court,RO Water System,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up","₹ 3,761 - ₹ 4,444",2 BHK Flats,"10 Towers , 740 Units",,1.0,,,,,,,,,,,,,,,,,,,,
"3 BHK  2650 Sq-ft For Rent in Highrise Galaxy,","₹30,000","Ambegaon, Pune",3.0,3.0,,,,,Immediately,,,Furnished,,"₹30,000",,"Ambegaon, Pune - Northern Outskirts, Maharashtra",,Furnished,,,₹ 42.0 Lac - ₹ 55.0 Lac,https://www.magicbricks.com/propertyDetails/3-BHK-2650-Sq-ft-Residential-House-FOR-Rent-Ambegaon-in-Pune&id=4d423833303732383831,2650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹11/sqft,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
"1 BHK Flat 500 Sq-ft For Rent in Standalone Building,","₹8,500","Wagholi, Pune",,,,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,Standalone Building,3(Out of 3 Floors),Immediately,,,Semi-Furnished,Less than 5 years,"₹8,500","₹20, 000","Wagholi, Pune - East, Maharashtra",,Semi-Furnished,Main Road,Less than 5 years,₹ 55.0 Lac - ₹ 86.0 Lac,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Rent-Wagholi-in-Pune&id=4d423831363134393737,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
2 BHK Flat 1125 Sq-ft For Rent in,"₹29,000","Bhusari Colony, Pune",2.0,2.0,2.0,802sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,,2(Out of 3 Floors),Immediately,None of these,East,Unfurnished,10 to 15 years,"₹29,000","₹90, 000","Bhusari Colony, Paud Road, Kothrud., Bhusari Colony, Pune - West, Maharashtra","Left Bhusari Colony, Paud Road, Kothrud.",Unfurnished,Garden/Park,10 to 15 years,,https://www.magicbricks.com/propertyDetails/2-BHK-1125-Sq-ft-Multistorey-Apartment-FOR-Rent-Bhusari-Colony-in-Pune&id=4d423833323035333231,,,,,,,,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,,,,3.0,,,,,,,,,,,
"2 BHK 1000 Sq-ft Flat/Apartment  For Rent in Aditya Comfort Zone NEST,","₹30,000","Balewadi, Pune",2.0,2.0,,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹40/sqft,Aditya Comfort Zone NEST,4(Out of 5 Floors),Immediately,Servant Room,East,Semi-Furnished,,"₹30,000","₹75, 000","181, Balewadi, Pune, Balewadi, Pune - West, Maharashtra","Comfort Zone Nest, Baner  Balewadi Rd, Balewadi, Pune, Maharashtra",Semi-Furnished,,New Construction,₹ 81.6 Lac - ₹ 97.7 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Balewadi-in-Pune&id=4d423833363231333931,,Aditya Builders and Shagun Developers,"Kids Club,Indoor Games Room,CCTV Camera,Piped Gas,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up",,2 BHK Flat,"8 Towers , 60 Units",,,1.0,,Vitrified,24 Hours Available,No/Rare Powercut,2.0,2.0,,5.0,,,,,,,,,,,
"2 BHK Flat 760 Sq-ft For Rent in TCG The Cliff Garden,","₹24,000","Hinjewadi, Pune",2.0,2.0,2.0,760sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,TCG The Cliff Garden,2(Out of 12 Floors),Immediately,Study,East,Unfurnished,Less than 5 years,"₹24,000|₹2,000Monthly Maintenance","₹45, 000","Hinjewadi, Hinjewadi, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",Tcs.,Unfurnished,"Garden/Park, Pool, Main Road",Less than 5 years,₹ 52.9 Lac - ₹ 85.3 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-760-Sq-ft-Multistorey-Apartment-FOR-Rent-Hinjewadi-in-Pune&id=4d423831363136313233,,TCG Real Estate,"Kids Splash Pool,Sand pit,Cricket net practice,Multipurpose Courts,Meditation Area,Event Space & Amphitheatre,Cycling track,Kids play area,Pet park,Grand Entrance lobby,Jogging and Strolling Track,Internet/Wi-Fi Connectivity,Private Terrace/Garden,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift","₹ 5,111 - ₹ 13,141","1, 2 BHK Flats","6 Towers , 1232 Units",,,,,,,,,,,,,,,,,,,,,,
