Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Status,Furnished Status,Rental Value,Security Deposit,Address,Landmarks,Furnishing,link,Bath,Super Built-up Area,Floor,Age Of Construction,Age of Construction,Balconies,Project,Facing,Overlooking,Additional Rooms,Price,Developer,Amenities,Price per sqft,Configuration,Tower & Unit,Covered Parking,Lifts,Car parking,Water Availability,Status of Electricity,Floors allowed for construction,Lift,Bed,Flooring,Authority Approval,Unit,Type of Ownership,RERA ID,Tower,Plot Area,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved,Floor allowed,Floors allowed
1 BHK Flat 450 Sq-ft For Rent in,"₹10,000","Action Area 1, Kolkata",,,1.0,360sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,Immediately,Unfurnished,"₹10,000|₹300Monthly Maintenance","₹20, 000","Balaka Abasan, flat no. B5-1/4, Action Area 1, Kolkata - East, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-450-Sq-ft-Multistorey-Apartment-FOR-Rent-Action-Area-1-in-Kolkata&id=4d423431383432313437,1.0,,1(Out of 4 Floors),10 to 15 years,10 to 15 years,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
"3 BHK 1035 Sq-ft Flat/Apartment  For Rent in Genexx Valley,","₹20,000","Joka, Kolkata",3.0,2.0,,,Immediately,Unfurnished,"₹20,000","₹60, 000","Diamond harbour road behala kolkata-700104, Joka, Kolkata - South, West Bengal",Genexx Valley Joka opp ESI Hospital,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1035-Sq-ft-Multistorey-Apartment-FOR-Rent-Joka-in-Kolkata&id=4d423832333239363637,,1035sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,6(Out of 10 Floors),5 to 10 years,5 to 10 years,2.0,Genexx Valley,East,"Garden/Park, Pool, Main Road",Study,₹ 34.0 Lac - ₹ 60.0 Lac,Genesis Infratech,"Fire Fighting Equipment,Multipurpose Courts,Kids Play Area,Flower Gardens,Coffee Lounge & Restaurants,AEROBICS ROOM,Outdoor Tennis Courts,Piped Gas,Cafeteria/Food Court,Banquet Hall,Intercom Facility,Visitor Parking,Air Conditioned,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up","₹ 3,981 - ₹ 4,854","2, 3 BHK Flats","33 Towers , 1875 Units",,,,,,1.0,,,Vitrified,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹7,000","Raja Rammohan Roy Road, Kolkata",,,1.0,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,Immediately,Semi-Furnished,"₹7,000","₹14, 000","Raja Rammohan Roy Road. Kolkata 700008, Raja Rammohan Roy Road, Kolkata - South, West Bengal",Near Tollygunge Metro Station.,Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-490-Sq-ft-Residential-House-FOR-Rent-Raja-Rammohan-Roy-Road-in-Kolkata&id=4d423634343336383837,1.0,,Ground(Out of 2 Floors),5 to 10 years,5 to 10 years,,,North - West,Main Road,None of these,,,,,,,,,,24 Hours Available,No/Rare Powercut,,,1.0,Vitrified,,,,,,,,,,,,,
2 BHK 825 Sq-ft Flat/Apartment  For Rent in,"₹16,000","Action Area 2C, Kolkata",2.0,2.0,,,Immediately,Semi-Furnished,"₹16,000",,"Street no 701 Action Area 2c Newtown, Action Area 2C, Kolkata - East, West Bengal",Green verge 17,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-825-Sq-ft-Multistorey-Apartment-FOR-Rent-Action-Area-2C-in-Kolkata&id=4d423833343230373531,,825sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,1(Out of 4 Floors),New Construction,New Construction,,,South,Garden/Park,Study,,,,,,,,,1 Open,,,,,,Ceramic Tiles,,,,,,,,,,,,,
2 BHK 900 Sq-ft Flat/Apartment  For Rent in,"₹13,000","New Town, Kolkata",2.0,2.0,1.0,700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,Immediately,Semi-Furnished,"₹13,000",,"Tillotoma Tower 3, Mridha Market, New Town, Beside Sumo Shopping mall., New Town, Kolkata - East, West Bengal",mridha market,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-New-Town-in-Kolkata&id=4d423832303234353133,,,4(Out of 5 Floors),Less than 5 years,Less than 5 years,,,North,"Garden/Park, Main Road",,,,,,,,,,,,,1.0,,,Marble,City Municipal Corporation,,,,,,,,,,,,
"3 BHK 2671 Sq-ft Flat/Apartment  For Rent in Ambuja Utalika The Condoville,",₹1.1 Lac,"Mukundapur, Kolkata",3.0,3.0,,2250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹49/sqft,Immediately,Semi-Furnished,"₹1.1 Lac|₹12,000Monthly Maintenance",₹3.3 Lac,"Mukundapur, Kolkata, Mukundapur, Kolkata - South, West Bengal",Beside r. N tagore hospital,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2671-Sq-ft-Multistorey-Apartment-FOR-Rent-Mukundapur-in-Kolkata&id=4d423738303930323739,,,20(Out of 24 Floors),,,2.0,Ambuja Utalika The Condoville,East,"Garden/Park, Pool, Main Road","Study, Servant Room",₹ 2.93 Cr - ₹ 18.05 Cr,Ambuja Neotia,"Cycling & Jogging Track,Multipurpose Courts,Indoor Games Room,Event Space & Amphitheatre,Banquet Hall,Private Terrace/Garden,Gymnasium,Swimming Pool","₹ 8,920 - ₹ 11,445",3 BHK Flats,"15 Towers , 554 Units",1.0,4.0,,24 Hours Available,No/Rare Powercut,20.0,4.0,,"Vitrified, Wooden",,,,,,,,,,,,,
3 BHK  1700 Sq-ft For Rent in,"₹32,000","Sector 1 Salt Lake City, Kolkata",3.0,3.0,,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,Immediately,Unfurnished,"₹32,000",₹1.2 Lac,"seba hospital, Sector 1 Salt Lake City, Kolkata - North, West Bengal",close to the main road near the hospital market school park playground,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Residential-House-FOR-Rent-Salt-Lake-City-Sector-1-in-Kolkata&id=4d423634343231313431,,,1(Out of 3 Floors),5 to 10 years,5 to 10 years,3.0,,South - East,"Garden/Park, Main Road","Puja Room, Study, Store, Servant Room",,,,,,,,,,,,,,,"Mosaic, Marble",,,,,,,,,,,,,
3 BHK 1000 Sq-ft Flat/Apartment  For Rent in,"₹20,000","Sector 4 Salt Lake City, Kolkata",3.0,2.0,1.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,Immediately,Semi-Furnished,"₹20,000",,"1st floor k191 Sukantanagar, salt lake, sectore-4, Bidhan nagar sai complex, North 24 pga, Kolkata-700106, Sector 4 Salt Lake City, Kolkata - East, West Bengal",chingrighata crossing,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Salt-Lake-City-Sector-4-in-Kolkata&id=4d423536363235383037,,,1(Out of 4 Floors),New Construction,New Construction,,,South - East,"Garden/Park, Main Road",,,,,,,,,,,24 Hours Available,No/Rare Powercut,,,,Vitrified,City Municipal Corporation,,,,,,,,,,,,
3 BHK Flat 1200 Sq-ft For Rent in,"₹12,000","Fortune Township, Kolkata",3.0,2.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,Immediately,Semi-Furnished,"₹12,000|₹3,000Monthly Maintenance","₹24, 000","Kazipara, Barasat, North 24 Parganas kolkata., Kolkata, West Bengal",Reliance Fresh,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Kolkata&id=4d423536373238393131,,,3(Out of 3 Floors),Less than 5 years,Less than 5 years,2.0,,North,"Garden/Park, Pool, Main Road",Study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1000 Sq-ft Flat/Apartment  For Rent in Peerless Sonarpur Prantik Phase II,","₹16,000","Anandapally Rajpur Sonarpur, Kolkata",3.0,2.0,1.0,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,Immediately,Unfurnished,"₹16,000|₹2,000Per sq. Unit Monthly Maintenance","₹30, 000","Rajpur Sonarpur, Kolkata, Anandapally Rajpur Sonarpur, Kolkata - South 24 Parganas District, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Kolkata&id=4d423732363138393839,,,3(Out of 3 Floors),5 to 10 years,5 to 10 years,,Peerless Sonarpur Prantik Phase II,South - East,Main Road,None of these,₹ 46.5 Lac - ₹ 63.4 Lac,,,,3 BHK Flat,,1.0,,1 Covered,24 Hours Available,No/Rare Powercut,,1.0,,Vitrified,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹6,000","Howrah, Kolkata",2.0,,,,Immediately,Unfurnished,"₹6,000",,"Howrah, Kolkata - Howrah District, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-500-Sq-ft-Residential-House-FOR-Rent-Howrah-in-Kolkata&id=4d423536363333373239,1.0,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,2(Out of 3 Floors),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 2100 Sq-ft For Rent in,"₹60,000","Alipore, Kolkata",3.0,2.0,,1700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,Immediately,Furnished,"₹60,000",₹1.2 Lac,"Alipore Ashoka Road, Alipore, Kolkata - Central, West Bengal",,Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2100-Sq-ft-Multistorey-Apartment-FOR-Rent-Alipore-in-Kolkata&id=4d423536373038343237,,,4(Out of 10 Floors),5 to 10 years,5 to 10 years,2.0,,South,,"Puja Room, Store, Study, Servant Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Builder Floor 400 Sq-ft For Rent in,"₹5,500","Uluberia, Kolkata",,,,,Immediately,Semi-Furnished,"₹5,500",,"kotalghata, Kushberia, Uluberia, Howrah, West Bengal, 711316, Uluberia, Kolkata - Howrah District, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-400-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Uluberia-in-Kolkata&id=4d423634343733323239,1.0,400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,Ground(Out of 1 Floors),New Construction,New Construction,,,,Main Road,,,,,,,,,,,,,,,1.0,Vitrified,,,,,,,,,,,,,
"2 BHK Flat 1460 Sq-ft For Rent in Anahita,","₹20,000","New Town, Kolkata",2.0,2.0,,,Immediately,Unfurnished,"₹20,000",,"New Town, Kolkata - East, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1460-Sq-ft-Multistorey-Apartment-FOR-Rent-New-Town-in-Kolkata&id=4d423833353133383639,,1460sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,12(Out of 12 Floors),,,,Anahita,,,,₹ 88.0 Lac Onwards,Bengal Peerless Housing,"Fire Fighting Equipment,Kids Play Area,Indoor Games Room,Jogging and Strolling Track,Conference Room,RO Water System,Intercom Facility,Visitor Parking,Vaastu Compliant,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,2 BHK Flats,"7 Towers , 356 Units",,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 825 Sq-ft For Rent in Sarada Housing Complex,","₹18,000","Nagerbazar, Kolkata",2.0,2.0,1.0,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,Immediately,Semi-Furnished,"₹18,000|₹800Monthly Maintenance","₹45, 000","6 N.G Basak Road, Nagerbazar, Kolkata - North, West Bengal",Mrinalini Theatre,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-825-Sq-ft-Multistorey-Apartment-FOR-Rent-Nagerbazar-in-Kolkata&id=4d423431383739343531,,,2(Out of 5 Floors),,,,Sarada Housing Complex,North - West,,None of these,₹ 45.0 Lac - ₹ 68.0 Lac,Swabhumi Construction,"Fire Fighting Equipment,Retail Boulevard (Retail Shops),Guest Accommodation,Flower Gardens,Bank & ATM,Conference Room,Cafeteria/Food Court,Waste Disposal,Maintenance Staff,Service/Goods Lift,Water Storage,Security,Reserved Parking,Swimming Pool,Rain Water Harvesting,Lift,Power Back Up",,4 BHK Flat,"5 Towers , 156 Units",,,,,,,,,Mosaic,,,,,,,,,,,,,
"2 BHK 834 Sq-ft Flat/Apartment  For Rent in WB Avidipta,","₹38,000","EM Bypass, Kolkata",2.0,2.0,,,Immediately,Furnished,"₹38,000",₹1.2 Lac,"EM Bypass, Kolkata - South, West Bengal",patili,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-834-Sq-ft-Multistorey-Apartment-FOR-Rent-EM-Bypass-in-Kolkata&id=4d423832383638343931,,834sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹46/sqft,20(Out of 28 Floors),Less than 5 years,Less than 5 years,,WB Avidipta,North - East,Garden/Park,Puja Room,₹ 52.4 Lac - ₹ 1.95 Cr,West Bengal Housing Board,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Kids Play Area,Flower Gardens,Early Learning Centre,Jogging and Strolling Track,Conference Room,DTH Television Facility,Internet/Wi-Fi Connectivity,Maintenance Staff,Intercom Facility,Visitor Parking,Water Storage,Security,Reserved Parking,Rain Water Harvesting,Lift,Power Back Up","₹ 7,614 - ₹ 9,874","2, 3 BHK Flats","2 Towers , 660 Units",,,,,,,,,,,,Freehold,,,,,,,,,,
"3 BHK Flat 1323 Sq-ft For Rent in Curio City,","₹23,000","New Town, Kolkata",3.0,2.0,1.0,1058sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,Immediately,Unfurnished,"₹23,000",,"New Town, New Town, Kolkata - East, West Bengal",ecospace,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1323-Sq-ft-Multistorey-Apartment-FOR-Rent-New-Town-in-Kolkata&id=4d423832303237303431,,,3(Out of 4 Floors),Less than 5 years,Less than 5 years,,Curio City,South - East,"Garden/Park, Main Road",,₹ 1.20 Cr - ₹ 1.60 Cr,Realtech Group,"Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Pool With Water Slides,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Dance Studio,Concierge Services,Bank & ATM,Coffee Lounge & Restaurants,Canopy Walk,Barbeque Pit,Arts & Craft Studio,AEROBICS ROOM,Mini Cinema Theatre,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,"2, 3 BHK Flat","4 Towers , 69 Units",,,,24 Hours Available,No/Rare Powercut,,1.0,,Vitrified,City Municipal Corporation,,,,,,,,,,,,
3 BHK Flat 1500 Sq-ft For Rent in,"₹35,000","New Alipore Apartment, Kolkata",3.0,2.0,1.0,1350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,Immediately,Semi-Furnished,"₹35,000","₹70, 000","Kolkata, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Kolkata&id=4d423830393539393031,,,2(Out of 10 Floors),10 to 15 years,10 to 15 years,,,South - East,Main Road,Study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK 2200 Sq-ft Flat/Apartment  For Rent in,"₹18,000","Chinsurah RS, Kolkata",3.0,3.0,1.0,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹9/sqft,Immediately,Furnished,"₹18,000",,"Chinsurah RS, Kolkata - Hooghly District, West Bengal",Bunokalitala,Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2200-Sq-ft-Multistorey-Apartment-FOR-Rent-Chinsurah-RS-in-Kolkata&id=4d423734383439353737,,,2(Out of 4 Floors),New Construction,New Construction,,,West,Main Road,"Store, Study",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK 750 Sq-ft Flat/Apartment  For Rent in,"₹13,000","New Town, Kolkata",3.0,2.0,1.0,,Immediately,Semi-Furnished,"₹13,000","₹25, 000","Reltech nirman bela kajialpara., New Town, Kolkata - East, West Bengal",Rajarhat police station.,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-New-Town-in-Kolkata&id=4d423634343131393835,,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,3(Out of 5 Floors),New Construction,New Construction,,,North - East,Pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK 950 Sq-ft Flat/Apartment  For Rent in CENTRAL ENCLAVE,","₹20,000","Bansdroni, Kolkata",2.0,2.0,1.0,,,Unfurnished,"₹20,000|₹2,000Monthly Maintenance","₹40, 000","Bansdroni metro station, Bansdroni, Kolkata - South, West Bengal",Bansdroni metro station,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Rent-Bansdroni-in-Kolkata&id=4d423832363230353337,,950sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,3(Out of 4 Floors),5 to 10 years,5 to 10 years,,CENTRAL ENCLAVE,East,Garden/Park,Puja Room,₹ 30.0 Lac - ₹ 40.0 Lac,Maruti Nandan Homes Pvt. Ltd.,"Fire Fighting Equipment,Visitor Parking,Water Storage,Security,Reserved Parking,Lift",,,"2 Towers , 52 Units",,,,,,,,,,,,Freehold,,,,,,,,,,
2 BHK 1050 Sq-ft Flat/Apartment  For Rent in,"₹13,000","Tollygunge Karunamoyee, Kolkata",2.0,2.0,1.0,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,Immediately,Unfurnished,"₹13,000|₹1,000Monthly Maintenance","₹26, 000","2nd floor Akash plaza 122  Mahatma Gandhi road Tollygunge kolkata 700082., Tollygunge Karunamoyee, Kolkata - South, West Bengal",Karunamoyee kali mandir,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Tollygunge-Karunamoyee-in-Kolkata&id=4d423830323033393431,,,2(Out of 4 Floors),5 to 10 years,5 to 10 years,,,South,Garden/Park,Store,,,,,,,1.0,,1 Covered,24 Hours Available,No/Rare Powercut,5.0,1.0,,Marble,City Municipal Corporation,,,,,,,,,,,,
"3 BHK 1704 Sq-ft Flat/Apartment  For Rent in Natural Utopia,","₹55,000","EM Bypass, Kolkata",3.0,2.0,1.0,,Immediately,Semi-Furnished,"₹55,000",₹1.1 Lac,"Near E m by pass Madhurdha, EM Bypass, Kolkata - South, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1704-Sq-ft-Multistorey-Apartment-FOR-Rent-EM-Bypass-in-Kolkata&id=4d423739313732343131,,1704sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,12(Out of 17 Floors),Less than 5 years,Less than 5 years,,Natural Utopia,,,,₹ 65.0 Lac - ₹ 1.60 Cr,Natural Group and Shivom Realty,"Meditation Area,Kids Play Area,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,AEROBICS ROOM,Conference Room,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Vaastu Compliant,Security,Reserved Parking,Gymnasium,Swimming Pool,Lift,Power Back Up","₹ 6,201 - ₹ 7,404","2, 4 BHK Flats","4 Towers , 233 Units",,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 3000 Sq-ft For Rent in Unimark Lakewood Estate,","₹45,000","New Garia, Kolkata",3.0,2.0,1.0,1236sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,Immediately,Furnished,"₹45,000",,"Lakewood estate near goragacha new garia near Kavi subhash metro, New Garia, Kolkata - South 24 Parganas District, West Bengal",near Kavi Subhash metro,Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Multistorey-Apartment-FOR-Rent-New-Garia-in-Kolkata&id=4d423833353133383335,,,1(Out of 12 Floors),Less than 5 years,Less than 5 years,,Unimark Lakewood Estate,South,"Main Road, Garden/Park",,₹ 79.1 Lac - ₹ 1.36 Cr,Unimark Group,"Fire Fighting Equipment,Cycling & Jogging Track,Meditation Area,Kids Play Area,Indoor Games Room,Event Space & Amphitheatre,CCTV Camera,Mini Cinema Theatre,Jogging and Strolling Track,Banquet Hall,Intercom Facility,Security,Gymnasium,Swimming Pool,Club House,Lift",,"2, 3, 4 BHK Flat","6 Towers , 450 Units",,,,,,,,,Normal Tiles/Kotah Stone,,,,,,,,,,,,,
3 BHK  1200 Sq-ft For Rent in,"₹12,000","Joka, Kolkata",3.0,3.0,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹13/sqft,Immediately,Semi-Furnished,"₹12,000|₹2,800Monthly Maintenance","₹30, 000","joka kolkata, Joka, Kolkata - South, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Villa-FOR-Rent-Joka-in-Kolkata&id=4d423833353134303339,,,,Less than 5 years,Less than 5 years,2.0,,,Garden/Park,Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK 1250 Sq-ft Flat/Apartment  For Rent in,"₹35,000","Paikpara, Kolkata",3.0,2.0,,,,Furnished,"₹35,000",,"Paikpara, Kolkata - North, West Bengal",,Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-Paikpara-in-Kolkata&id=4d423832363137353231,,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,4(Out of 4 Floors),,,,,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK 1500 Sq-ft Flat/Apartment  For Rent in,"₹75,000","Park Street Area, Kolkata",3.0,2.0,1.0,1150sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹65/sqft,Immediately,Unfurnished,"₹75,000|₹2,000Monthly Maintenance",,"15 Park Ln Taltala Kolkata West Bengal 700016, Park Street Area, Kolkata - Central, West Bengal",Saifee Hall School,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Park-Street-area-in-Kolkata&id=4d423732363135353639,,,2(Out of 4 Floors),5 to 10 years,5 to 10 years,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
