Title,Rental_Price,Location,Bed,Baths,Carpet Area,Floor,Status,Furnished Status,Rental Value,Security Deposit,Address,Furnishing,link,Facing,Age Of Construction,Flooring,Overlooking,Age of Construction,Bath,Super Built-up Area,Developer,Project,Amenities,Price,Price per sqft,Configuration,Tower & Unit,Beds,Balcony,Balconies,Landmarks,Additional Rooms,Lifts,Water Availability,Status of Electricity,Floors allowed for construction,Lift,Car parking,Covered Parking,Tower,Authority Approval,Unit,Type of Ownership,RERA ID,Floors allowed,Plot Area,Any Construction done,Boundary Wall,Transaction Type
"4 BHK 2000 Sq-ft Flat/Apartment  For Rent in Lodha Kiara,",₹3.5 Lac,"Worli, Mumbai",,4.0,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹194/sqft,55(Out of 68 Floors),Immediately,Semi-Furnished,₹3.5 Lac,₹10.5 Lac,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Rent-Worli-in-Mumbai&id=4d423831393439323439,South - East,,Marble,"Garden/Park, Pool, Main Road",5 to 10 years,,,Lodha Developers Limited,Lodha Kiara,"Kids Splash Pool,Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Pool With Water Slides,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Dance Studio,Concierge Services,Bank & ATM,Coffee Lounge & Restaurants,Canopy Walk,Barbeque Pit,Arts & Craft Studio,AEROBICS ROOM,Wheelchair Accessibility,Tea/Coffee,Fire Sprinklers,CCTV Camera,Guest lobby in each floor,Solar Energy,Horticulture,Multipurpose Hall,All wooden flooring,AC in each room,Premium branded fittings,Grand Entrance lobby,Fingerprint Access,Large Open space,3 Tier Security System,Large Clubhouse,Located in the Heart of city,Health club with Steam / Jaccuzi,Theme based Architectures,Central AC,Earth quake resistant,High Ceiling,Skydeck,Sea facing,Pool with temperature control,Infinity Swimming Pool,Golf Course,Mini Cinema Theatre,Private jaccuzi,Private pool,Helipad,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 7.65 Cr - ₹ 15.43 Cr,"₹ 37,778 - ₹ 45,000",3 BHK Flats,"5 Towers , 322 Units",4.0,,2.0,,"Puja Room, Study, Store, Servant Room",5.0,24 Hours Available,No/Rare Powercut,1.0,5.0,,3.0,,,,,,,,,,
"3 BHK 1800 Sq-ft Flat/Apartment  For Rent in Lodha Marquise,",₹4.5 Lac,"Worli, Mumbai",,3.0,1297sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹347/sqft,16(Out of 76 Floors),Immediately,Furnished,₹4.5 Lac,₹13.5 Lac,"Pandurang Budhkar Marg, Worli, Worli, Mumbai - South Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Rent-Worli-in-Mumbai&id=4d423738393337313939,,Less than 5 years,"Granite, Vitrified",,Less than 5 years,,,Lodha Developers Limited,Lodha Marquise,"Kids Play Area,Indoor Squash & Badminton Courts,Bank & ATM,Multipurpose Hall,Outdoor Tennis Courts,Jogging and Strolling Track,Banquet Hall,Maintenance Staff,Security,Park,Gymnasium,Swimming Pool,Lift,Power Back Up",₹ 5.30 Cr - ₹ 10.26 Cr,"₹ 33,120 - ₹ 47,222",3 BHK Flats,"1 Tower , 2000 Units",3.0,,,"Pandurang Budhkar Marg, Worli",,6.0,24 Hours Available,No/Rare Powercut,1.0,6.0,1 Covered,1.0,,,,,,,,,,
"2 BHK 680 Sq-ft Flat/Apartment  For Rent in JP North Estella,","₹33,000","Mira Road, Mumbai",,2.0,645sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹51/sqft,5(Out of 23 Floors),Immediately,Unfurnished,"₹33,000",₹1.0 Lac,"jp north Estella Vinay nagar circle, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-680-Sq-ft-Multistorey-Apartment-FOR-Rent-Mira-Road-in-Mumbai&id=4d423833313533343835,North - East,5 to 10 years,Vitrified,"Garden/Park, Main Road",5 to 10 years,,,JP Infra,JP North Estella,"Fire Fighting Equipment,Meditation Area,Library And Business Centre,Kids Play Pool With Water Slides,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Barbeque Pit,Arts & Craft Studio,AEROBICS ROOM,Guest lobby in each floor,Multipurpose Hall,Located in the Heart of city,Earth quake resistant,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Banquet Hall,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 68.0 Lac - ₹ 1.20 Cr,"₹ 9,684 - ₹ 11,111","1, 2 BHK Flats",,2.0,,4.0,vinay nagar circle Mira road East,None of these,3.0,24 Hours Available,No/Rare Powercut,,3.0,,,15 Towers,,,,,,,,,
"3 BHK  1190 Sq-ft For Rent in Videocon Icon,",₹2.1 Lac,"Ambedkar Nagar Khar West, Mumbai",,3.0,990sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹212/sqft,,Immediately,Furnished,₹2.1 Lac,₹6.3 Lac,"Ambedkar road, Ambedkar Nagar Khar West, Mumbai - Western Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1190-Sq-ft-Residential-House-FOR-Rent-Ambedkar-Nagar-Khar-West-in-Mumbai&id=4d423833313533343839,South -West,5 to 10 years,Marble,Main Road,5 to 10 years,,,,,,₹ 6.0 Cr - ₹ 8.84 Cr,,,,3.0,,3.0,Near Ambedkar road khar west,Store,,24 Hours Available,No/Rare Powercut,6.0,,"1 Covered, 1 Open",1.0,,,,,,,,,,
"3 BHK 1900 Sq-ft Flat/Apartment  For Rent in Lodha New Cuffe Parade,",₹1.8 Lac,"Wadala, Mumbai",,3.0,1330sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹135/sqft,,Immediately,Semi-Furnished,₹1.8 Lac,₹5.5 Lac,"Sewri-Chembur Road, Off, Eastern Fwy, near IMax Dome, Wadala, Mumbai, Maharashtra, Wadala, Mumbai - South Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Multistorey-Apartment-FOR-Rent-Wadala-in-Mumbai&id=4d423637363637313031,North,Less than 5 years,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite","Garden/Park, Pool, Main Road",Less than 5 years,,,Lodha Group,Lodha New Cuffe Parade,"Cricket net practice,Half basketball court,Volleyball court,Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Kids Play Pool With Water Slides,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Bank & ATM,AEROBICS ROOM,Kids play area,Entry Exit Gate,Mini Cinema Theatre,Outdoor Tennis Courts,Jogging and Strolling Track,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",₹ 2.55 Cr - ₹ 9.48 Cr,"₹ 19,093 - ₹ 48,109","1, 2, 3 BHK Flats","12 Towers , 942 Units",3.0,,3.0,Near Wadala Truck Terminal,,4.0,24 Hours Available,No/Rare Powercut,,4.0,2 Covered,2.0,,Developer,,,,,,,,
"1 BHK 600 Sq-ft Flat/Apartment  For Rent in Silver Square CHS Ltd,","₹53,333","Kalina, Mumbai",1.0,2.0,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹119/sqft,1(Out of 8 Floors),Immediately,Semi-Furnished,"₹53,333",₹1.8 Lac,"Sunder Nagar, Extension No. 3, Kalina, Santacruz East, Mumbai - 400098, Maharashtra, India., Kalina, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalina-in-Mumbai&id=4d423833313533353631,East,,Ceramic Tiles,"Garden/Park, Main Road",5 to 10 years,,,Cooperative Group Housing Society,Silver Square CHS Ltd,,₹ 1.91 Cr - ₹ 2.50 Cr,,2 BHK Flat,,,,,,None of these,2.0,24 Hours Available,No/Rare Powercut,1.0,2.0,1 Open,,,,,,,,,,,
"1 BHK 600 Sq-ft Flat/Apartment  For Rent in Ariana Residency,","₹29,500","Borivali East, Mumbai",1.0,2.0,395sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹75/sqft,11(Out of 22 Floors),Immediately,Semi-Furnished,"₹29,500|₹3,000Monthly Maintenance",₹1.0 Lac,"Devi Pada, Borivali East, Borivali East, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Borivali-East-in-Mumbai&id=4d423831393439363331,East,,"Ceramic Tiles, Vitrified",,New Construction,,,Paradigm Realty & Dotom Realty,Ariana Residency,"Fire Fighting Equipment,Cycling & Jogging Track,Meditation Area,Indoor Games Room,Event Space & Amphitheatre,CCTV Camera,Grand Entrance lobby,Piped Gas,Conference Room,Waste Disposal,Intercom Facility,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Rain Water Harvesting,Power Back Up",₹ 79.9 Lac - ₹ 1.64 Cr,"₹ 14,179 - ₹ 17,273",1 BHK Flats,"3 Towers , 533 Units",,,,10 min walk  from borivali stn. 5 mins distance from Metro Station,None of these,2.0,24 Hours Available,No/Rare Powercut,,2.0,1 Covered,1.0,,,,,,,,,,
"2 BHK 1135 Sq-ft Flat/Apartment  For Rent in Montreal Tower,","₹85,000","Shastri Nagar Andheri West, Mumbai",,2.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹106/sqft,3(Out of 25 Floors),Immediately,Semi-Furnished,"₹85,000",₹2.0 Lac,"Shastri Nagar Near Lokhandwala Crackle Andheri West, Shastri Nagar Andheri West, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1135-Sq-ft-Multistorey-Apartment-FOR-Rent-Shastri-Nagar-Andheri-West-in-Mumbai&id=4d423738393337313035,North,10 to 15 years,"Vitrified, Marble, Granite","Garden/Park, Pool, Main Road",10 to 15 years,,,,Montreal Tower,,₹ 3.19 Cr - ₹ 3.62 Cr,,,,2.0,,,Bhakti Vedant School and Infinity Mall and Lokhandwala Crackle Andheri West,"Puja Room, Study, Store, Servant Room",,,,,,,,,,,,,,,,,
"3 BHK  1050 Sq-ft For Rent in Manas Apartment,",₹1.4 Lac,"Santacruz West, Mumbai",,3.0,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹165/sqft,,Immediately,Semi-Furnished,"₹1.4 Lac|₹10,000Monthly Maintenance",₹4.2 Lac,"Besant Road, Khotwadi, Kothu Wadi, Santacruz West, Mumbai, Maharashtra, India., Santacruz West, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1050-Sq-ft-Residential-House-FOR-Rent-Santacruz-West-in-Mumbai&id=4d423830303232363331,South -West,5 to 10 years,Marble,Main Road,5 to 10 years,,,,,"Reserved Parking,Lift",₹ 5.0 Cr - ₹ 6.96 Cr,,,,3.0,,3.0,Direct Residential 3 bhk flat still available for rent in santacruz we,Store,,24 Hours Available,No/Rare Powercut,3.0,,"1 Covered, 1 Open",1.0,,,", 16 Units",,,,,,,
"3 BHK 1470 Sq-ft Flat/Apartment  For Rent in Aditya Runwal Elegante,",₹2.0 Lac,"Andheri West, Mumbai",,3.0,1195sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹167/sqft,18(Out of 29 Floors),Immediately,Furnished,₹2 Lac,₹5.0 Lac,"P Tandon Marg, behind Infiniti Mall, Phase D, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053, Andheri West, Mumbai - Western Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1470-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai&id=4d423833373537353239,West,,,"Garden/Park, Main Road",10 to 15 years,,,Aditya Real Estates,Aditya Runwal Elegante,"Badminton court,Meditation Area,Kids Play Pool With Water Slides,Kids Play Area,Indoor Squash & Badminton Courts,Event Space & Amphitheatre,Earth quake resistant,Jogging and Strolling Track,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 6.50 Cr - ₹ 8.19 Cr,"₹ 27,000 - ₹ 55,288","3, 4 BHK Flats","3 Towers , 434 Units",3.0,,2.0,lokhandwala Market,Study,,,,,,,,,,,Freehold,,,,,,
"3 BHK  1200 Sq-ft For Rent in Vijay Golden Peak,",₹2.5 Lac,"Ambedkar Nagar Khar West, Mumbai",,3.0,,,Immediately,Semi-Furnished,₹2.5 Lac,₹7.5 Lac,"BR Ambedkar Road, Khar West, Mumbai - 400052, Maharashtra, India., Ambedkar Nagar Khar West, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Residential-House-FOR-Rent-Ambedkar-Nagar-Khar-West-in-Mumbai&id=4d423833313534373837,South -West,5 to 10 years,Marble,Main Road,5 to 10 years,,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹208/sqft,,,,₹ 6.50 Cr - ₹ 8.51 Cr,,,,3.0,,3.0,Near ambedkar road khar west,Store,,24 Hours Available,No/Rare Powercut,1.0,,"1 Covered, 1 Open",1.0,,,,,,,,,,
"2 BHK 1100 Sq-ft Flat/Apartment  For Rent in Silver Arch Eden woods,","₹85,000","Andheri West, Mumbai",,2.0,765sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹111/sqft,9(Out of 13 Floors),Immediately,Unfurnished,"₹85,000|₹1One-Time Maintenance",₹2.0 Lac,"Andheri West, Mumbai, Andheri West, Mumbai - Western Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai&id=4d423633313533373733,East,,"Vitrified, Marble, Granite, Marbonite","Garden/Park, Pool, Main Road",10 to 15 years,,,Arch Eden Developer,Silver Arch Eden woods,"Kids Play Area,Visitor Parking,Reserved Parking,Lift",₹ 2.10 Cr - ₹ 3.60 Cr,,2 BHK Flat,"1 Tower , 300 Units",2.0,,,Opp Lokhandwala Crackle And Infinity Mall,Puja Room,3.0,24 Hours Available,No/Rare Powercut,,3.0,1 Open,,,,,,,,,,,
3 BHK Flat 1900 Sq-ft For Rent in,₹2.0 Lac,"Wadala, Mumbai",,3.0,1330sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹150/sqft,,Immediately,Semi-Furnished,₹2 Lac,₹7.5 Lac,"Sewri-Chembur Road, Off, Eastern Fwy, near IMax Dome, Wadala, Mumbai, Maharashtra, Wadala, Mumbai - South Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Multistorey-Apartment-FOR-Rent-Wadala-in-Mumbai&id=4d423637363637373339,West,Less than 5 years,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite","Garden/Park, Pool, Main Road",Less than 5 years,,,,,,,,,,3.0,,3.0,Near Wadala Truck Terminal,,4.0,24 Hours Available,No/Rare Powercut,,4.0,2 Covered,2.0,,Developer,,,,,,,,
"2 BHK 680 Sq-ft Flat/Apartment  For Rent in JP North Elara,","₹32,000","Mira Road, Mumbai",,2.0,650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹49/sqft,7(Out of 23 Floors),Immediately,Unfurnished,"₹32,000",₹1.0 Lac,"Vinay nagar location Mira road East, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-680-Sq-ft-Multistorey-Apartment-FOR-Rent-Mira-Road-in-Mumbai&id=4d423833313533363739,North,Less than 5 years,Vitrified,"Pool, Garden/Park, Main Road",Less than 5 years,,,JP Infra,JP North Elara,"Library And Business Centre,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Event Space & Amphitheatre,Large Open space,Mini Cinema Theatre,Jogging and Strolling Track,Cafeteria/Food Court,Banquet Hall,Gymnasium,Swimming Pool,Club House",₹ 54.6 Lac - ₹ 1.12 Cr,,1 BHK Flats,"14 Towers , 924 Units",2.0,,4.0,nearby podar international school jp north garden City,None of these,3.0,24 Hours Available,No/Rare Powercut,,3.0,,,,,,,,,,,,
"4 BHK 1525 Sq-ft Flat/Apartment  For Rent in Lodha Park,",₹3.5 Lac,"Upper Worli, Mumbai",,4.0,1525sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹230/sqft,38(Out of 78 Floors),Immediately,Semi-Furnished,₹3.5 Lac,₹9.0 Lac,"Opposite Hard Rock Cafe, Pandurang Budhkar Marg, Worli, Mumbai, Maharashtra, Upper Worli, Mumbai - South Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-1525-Sq-ft-Multistorey-Apartment-FOR-Rent-Upper-Worli-in-Mumbai&id=4d423833313533353233,North - West,,Marble,"Garden/Park, Pool, Main Road",5 to 10 years,,,Lodha Developers Limited,Lodha Park,"Badminton court,Aesthetically designed landscape garden,Cricket net practice,Half basketball court,Sewage treatment plant,Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Rentable Community Space,Meditation Area,Library And Business Centre,Kids Play Pool With Water Slides,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Bank & ATM,Coffee Lounge & Restaurants,Canopy Walk,Arts & Craft Studio,AEROBICS ROOM,Shopping center,Kids play area,CCTV Camera,Sea facing,Golf Course,Mini Cinema Theatre,Skyline View,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 5.80 Cr - ₹ 20.76 Cr,"₹ 29,932 - ₹ 82,000","2, 3, 4, 5 BHK Flats","6 Towers , 850 Units",4.0,,,Property is next to ikea and 10 mins drive to sealink  coastal road.,"Puja Room, Store, Servant Room",5.0,24 Hours Available,No/Rare Powercut,1.0,5.0,,3.0,,,,,,,,,,
"2 BHK 1200 Sq-ft Flat/Apartment  For Rent in Hiranandani Atlantis,",₹1.1 Lac,"Powai, Mumbai",,2.0,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹147/sqft,22(Out of 27 Floors),Immediately,Semi-Furnished,₹1.1 Lac,₹4.0 Lac,"Hiranandani Atlantis Powai, Powai, Mumbai - Central Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai&id=4d423830383035393431,East,,Marble,Main Road,5 to 10 years,,,Hiranandani Group,Hiranandani Atlantis,"Kids Splash Pool,Badminton court,Aesthetically designed landscape garden,Fire Fighting Equipment,Multipurpose Courts,Meditation Area,Event Space & Amphitheatre,Kids play area,Premium branded fittings,Health club with Steam / Jaccuzi,Earth quake resistant,Pool with temperature control,Garden View,Outdoor Tennis Courts,Piped Gas,Banquet Hall,Internet/Wi-Fi Connectivity,Intercom Facility,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Security,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 2.55 Cr - ₹ 4.25 Cr,"₹ 25,600 - ₹ 35,000",2 BHK Flats,"3 Towers , 480 Units",2.0,,,This property is closed to main road,None of these,2.0,24 Hours Available,No/Rare Powercut,,2.0,1 Covered,1.0,,,,,,,,,,
"3 BHK 1600 Sq-ft Flat/Apartment  For Rent in Kanakia Paris,",₹1.7 Lac,"Bandra Kurla Complex, Mumbai",,3.0,1150sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹148/sqft,12(Out of 20 Floors),Immediately,Semi-Furnished,₹1.7 Lac,₹6.0 Lac,"Bandra east, Bandra Kurla Complex, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-Kurla-Complex-in-Mumbai&id=4d423833313533343735,East,,"Wooden, Granite","Pool, Garden/Park, Main Road",5 to 10 years,,,Kanakia Spaces Realty Pvt. Ltd.,Kanakia Paris,"Waste water recycling,Provision for power backup,Community Hall,Aesthetically designed landscape garden,Sewage treatment plant,Fire Fighting Equipment,Cycling & Jogging Track,Recreational Pool,Multipurpose Courts,Indoor Squash & Badminton Courts,Indoor Games Room,Bank & ATM,CCTV Camera,Multipurpose Hall,Grand Entrance lobby,Health club with Steam / Jaccuzi,Golf Course,Concierge Services,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 2.80 Cr - ₹ 4.09 Cr,"₹ 26,667 - ₹ 36,364","2, 3 BHK Flats","1 Tower , 470 Units",3.0,,,opposite Ascend school,None of these,2.0,24 Hours Available,No/Rare Powercut,,2.0,2 Covered,2.0,,,,,,,,,,
"3 BHK 1221 Sq-ft Flat/Apartment  For Rent in One Meraki,",₹1.9 Lac,"Chembur, Mumbai",,3.0,1221sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹156/sqft,,Immediately,Semi-Furnished,₹1.9 Lac,₹7.5 Lac,"ONE MERAKI, VN Purav Marg, opposite R K Studios, Ghatla, Chembur, Mumbai, Maharashtra, Chembur, Mumbai - Harbour Line, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1221-Sq-ft-Multistorey-Apartment-FOR-Rent-Chembur-in-Mumbai&id=4d423832353634363837,East,New Construction,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite","Garden/Park, Pool, Main Road",New Construction,,,Meraki Habitats LLP,One Meraki,"Kids Splash Pool,Meditation Area,Indoor Games Room,Guest Accommodation,Event Space & Amphitheatre,Art center,Smart Home,Multipurpose Hall,Health club with Steam / Jaccuzi,Infinity Swimming Pool,Mini Cinema Theatre,Garden View,House help accommodation,Skyline View,Air Conditioned,Gymnasium,Swimming Pool",₹ 2.50 Cr - ₹ 9.50 Cr,"₹ 19,167 - ₹ 47,158","2, 3 BHK Flats","5 Towers , 284 Units",3.0,,2.0,Near Opp to R K Studio Chembur.,,3.0,24 Hours Available,No/Rare Powercut,20.0,3.0,2 Covered,2.0,,Developer,,,,,,,,
"2 BHK 1100 Sq-ft Flat/Apartment  For Rent in Shankar Sagar,",₹2.0 Lac,"Breach Candy, Mumbai",,2.0,960sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹208/sqft,,Immediately,Semi-Furnished,"₹2 Lac|₹35,000Monthly Maintenance",₹6.0 Lac,"Breach Candy, Mumbai, Breach Candy, Mumbai - South Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Breach-Candy-in-Mumbai&id=4d423830303233383433,East,10 to 15 years,Marble,Garden/Park,10 to 15 years,,,,Shankar Sagar,,₹ 7.0 Cr - ₹ 8.94 Cr,,,,2.0,,,Breach Candy,Puja Room,4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,1 Covered,1.0,,,,,,,,,,
